id,node,cnt
415,Avocado,8
425,BAE_Systems,8
432,Babe_Ruth,8
636,Bobcat,8
681,Bras%C3%ADlia,8
702,Britney_Spears,8
706,Brothers_Grimm,8
751,Calcium_chloride,8
760,Calvin_and_Hobbes,8
798,Caravaggio,8
840,Celtic_F.C.,8
958,Code_of_Hammurabi,8
970,Color_blindness,8
979,Comet_Halley,8
981,Comet_Shoemaker-Levy_9,8
994,Common_cold,8
1010,Concorde,8
1047,Corundum,8
1111,Cyrus_the_Great,8
1194,Dice,8
1206,Dingo,8
1290,Ebony,8
1318,Edward_Teller,8
1376,Emu,8
1402,Eric_Clapton,8
1438,Eurovision_Song_Contest,8
1492,Fertile_Crescent,8
1587,Frederick_II_of_Prussia,8
1735,Golden_Eagle,8
1777,Great_Pyramid_of_Giza,8
1798,Gregorian_chant,8
1987,Ho_Chi_Minh,8
1990,Hollandic,8
2000,Hoover_Dam,8
2005,Hot_air_balloon,8
2008,House_Sparrow,8
2074,Ibn_Battuta,8
2081,Ichthyosaur,8
2105,Indo-Greek_Kingdom,8
2140,Ipswich,8
2166,Isis,8
2172,Isles_of_Scilly,8
2222,Jane_Fonda,8
2259,John_Cabot,8
2264,John_F._Kennedy_assassination,8
2272,John_McEnroe,8
2285,Johnston_Atoll,8
2299,Juice,8
2386,Lake_Chad,8
2392,Lake_Mead,8
2413,Last_Supper,8
2439,Lens_%28anatomy%29,8
2497,List_of_U.S._states_by_date_of_statehood,8
2500,List_of_circulating_currencies,8
2524,Liverpool_and_Manchester_Railway,8
2544,Looney_Tunes,8
2568,Lutetium,8
2584,Macbeth_of_Scotland,8
2586,Machu_Picchu,8
2721,Mendelevium,8
2774,Millard_Fillmore,8
2855,Mount_St._Helens,8
2873,Murray_River,8
2986,Nineteen_Eighty-Four,8
2999,Nobelium,8
3004,Norman_conquest_of_England,8
3069,Open_cluster,8
3073,Optical_fiber,8
3108,Otter,8
3139,Pali_Canon,8
3220,Philosophiae_Naturalis_Principia_Mathematica,8
3256,Planetary_nebula,8
3264,Platypus,8
3267,Plesiosaur,8
3300,Polymerase_chain_reaction,8
3354,Promethium,8
3359,Protactinium,8
3411,Radio_telescope,8
3425,Rama,8
3517,Rock_Pigeon,8
3526,Roman_Greece,8
3586,Saint_Lawrence_Seaway,8
3618,Santa_Claus,8
3621,Santorini,8
3627,Saturn_V,8
3691,Sermon_on_the_Mount,8
3697,Sgt._Pepper%27s_Lonely_Hearts_Club_Band,8
3760,Snowball_Earth,8
3802,South_Ossetia,8
3813,Space_Shuttle_Challenger,8
3816,Space_Shuttle_Columbia_disaster,8
3920,Sugar_beet,8
4016,Tennis_Masters_Cup,8
4021,Tern,8
4088,The_Smiths,8
4094,The_X-Files,8
4137,Tim_Berners-Lee,8
4170,Tottenham_Hotspur_F.C.,8
4249,Turkey_%28bird%29,8
4311,Ununquadium,8
4367,Vivien_Leigh,8
4427,Weasel,8
4440,West_Flemish,8
4451,Weymouth,8
4468,Wikimedia_Foundation,8
4498,William_and_Mary,8
4582,Zheng_He,8
21,1928_Okeechobee_Hurricane,7
50,4_Vesta,7
106,Accra,7
144,African_slave_trade,7
163,Al_Jazeera,7
176,Alcibiades,7
211,Aluminium_chloride,7
226,American_popular_music,7
262,Anglican_Church_of_Australia,7
272,Ankylosaurus,7
288,Anthony_van_Dyck,7
294,Anton%C3%ADn_Dvo%C5%99%C3%A1k,7
342,Armia_Krajowa,7
363,Astatine,7
437,Backgammon,7
456,Banjul,7
484,Bassoon,7
502,Battle_of_Jutland,7
533,Beekeeping,7
536,Beet,7
562,Berkelium,7
570,Bette_Davis,7
598,Bj%C3%B6rn_Borg,7
644,Bohrium,7
679,Bran,7
682,Brass_instrument,7
770,Canadian_Charter_of_Rights_and_Freedoms,7
786,Cape_Canaveral,7
826,Cataract,7
847,Cerebellum,7
878,Chester_A._Arthur,7
886,Chicago_and_North_Western_Railway,7
920,Citizen_Kane,7
965,Colley_Cibber,7
1002,Company_%28law%29,7
1016,Consolation_of_Philosophy,7
1096,Cultural_identity,7
1112,Cystic_fibrosis,7
1117,DNA_repair,7
1130,Dandelion,7
1148,David_Cameron,7
1168,Deinonychus,7
1176,Demosthenes,7
1212,Distilled_beverage,7
1253,Dubnium,7
1260,Duran_Duran,7
1268,E._E._Cummings,7
1324,Edwin_of_Northumbria,7
1392,Environmental_science,7
1455,Eye_%28cyclone%29,7
1485,Fencing,7
1490,Fermium,7
1533,Florence_Nightingale,7
1564,Fractal,7
1573,Francisco_Goya,7
1580,Franklin_Pierce,7
1641,Gas_tungsten_arc_welding,7
1710,Glasses,7
1728,Go_%28board_game%29,7
1751,Grand_Canal_of_China,7
1776,Great_Moravia,7
1778,Great_Red_Spot,7
1787,Great_white_shark,7
1813,Guinness,7
1838,H_II_region,7
1873,Hawking_radiation,7
1881,Helen,7
1940,Hirohito,7
1986,History_of_the_world,7
1991,Holmium,7
2012,Hovercraft,7
2017,Hubble%27s_law,7
2040,Hurricane_Charley,7
2071,ITunes,7
2086,Iguanodon,7
2154,Iron%28III%29_chloride,7
2192,Jackal,7
2208,James_D._Watson,7
2218,James_Watt,7
2246,Joan_of_Arc,7
2265,John_Flamsteed,7
2346,Kite_%28bird%29,7
2368,Kurt_Cobain,7
2381,Lagos,7
2387,Lake_District,7
2390,Lake_Kivu,7
2397,Lake_Titicaca,7
2491,List_of_French_monarchs,7
2529,Loch,7
2538,London_Zoo,7
2578,M1_motorway,7
2602,Magpie,7
2616,Malcolm_X,7
2633,Manifold,7
2652,Mario,7
2661,Mars_Exploration_Rover,7
2715,Medieval_music,7
2722,Mendip_Hills,7
2742,Metric_expansion_of_space,7
2800,Mogadishu,7
2820,Monopoly_%28game%29,7
2821,Monrovia,7
2852,Mount_Pinatubo,7
2853,Mount_Rainier,7
2891,Music_of_the_United_States,7
2894,Mustard_plant,7
2907,Nahuatl_language,7
2957,New_Forest,7
2962,Newark%2C_New_Jersey,7
2983,Nikolai_Rimsky-Korsakov,7
3028,Numismatics,7
3044,Oil_painting,7
3059,Olmec,7
3062,Omega-3_fatty_acid,7
3278,Poetry_of_the_United_States,7
3305,Poor_Law,7
3350,Probability_theory,7
3371,Pumpkin,7
3375,Pyongyang,7
3387,Quantum_chemistry,7
3427,Ramesses_II,7
3428,Ramsgate,7
3437,Recorder,7
3452,Regent%27s_Park,7
3454,Reggaeton,7
3460,Renaissance_music,7
3462,Renormalization,7
3485,Richard_Francis_Burton,7
3503,Riyadh,7
3509,Robert_Oppenheimer,7
3513,Robert_Stephenson,7
3519,Rockall,7
3567,Rutherford_B._Hayes,7
3568,Rutherfordium,7
3635,Scandium,7
3741,Sirius,7
3781,Soil_salination,7
3818,Space_Shuttle_program,7
3849,Sputnik_2,7
3869,Star_Trek__Deep_Space_Nine,7
3903,Stratford-upon-Avon,7
3922,Suleiman_the_Magnificent,7
4000,TeX,7
4017,Tenzin_Gyatso%2C_14th_Dalai_Lama,7
4019,Terbium,7
4054,The_Godfather,7
4057,The_Hitchhiker%27s_Guide_to_the_Galaxy,7
4067,The_Lion_King,7
4093,The_West_Wing_%28TV_series%29,7
4115,Thomas_Pynchon,7
4128,Tiananmen_Square_protests_of_1989,7
4135,Tijuana,7
4139,Timbuktu,7
4174,Tower_Bridge,7
4184,Transit_of_Venus,7
4201,Trigonometric_function,7
4307,Ununbium,7
4308,Ununhexium,7
4309,Ununoctium,7
4310,Ununpentium,7
4312,Ununtrium,7
4325,Valpara%C3%ADso,7
4338,Velociraptor,7
4360,Virtuti_Militari,7
4369,Vodafone,7
4416,Water_Buffalo,7
4442,Western_Front_%28World_War_I%29,7
4474,Wildebeest,7
4481,William_Harvey,7
4496,William_Thomson%2C_1st_Baron_Kelvin,7
4502,Windows_Vista,7
4537,Wrestling,7
68,AK-47,6
99,Absinthe,6
105,Accountancy,6
185,Alfred_Nobel,6
195,All_Blacks,6
228,Amish,6
260,Angkor,6
275,Anne_Frank,6
308,Apricot,6
351,Arthur_Sullivan,6
369,Asunci%C3%B3n,6
406,Automated_teller_machine,6
447,Bald_Eagle,6
463,Barbara_McClintock,6
470,Barnacle,6
489,Batholith,6
493,Battle_of_Austerlitz,6
515,Battle_of_Warsaw_%281920%29,6
516,Battle_of_the_Bulge,6
561,Beriberi,6
597,Bissau,6
613,Blackbird,6
616,Blackpool,6
622,Blood_type,6
635,Bob_Marley,6
676,Brachiosaurus,6
707,Brown_trout,6
724,Buffy_the_Vampire_Slayer,6
726,Bull_shark,6
761,Camarasaurus,6
845,Ceratopsidae,6
848,Ceres_%28dwarf_planet%29,6
888,Child,6
904,Chris_Evert,6
906,Christian_monasticism,6
983,Comics,6
1140,Darmstadtium,6
1141,Darth_Vader,6
1146,David_Beckham,6
1262,Durham_Cathedral,6
1283,EastEnders,6
1330,Egyptian_pyramids,6
1367,Emacs,6
1388,English_peasants%27_revolt_of_1381,6
1404,Eris_%28dwarf_planet%29,6
1410,Eskimo,6
1496,Fiberglass,6
1511,Firefly_%28TV_series%29,6
1512,First_Council_of_Nicaea,6
1525,Flamingo,6
1551,Formic_acid,6
1584,Frederick_Douglass,6
1588,Freetown,6
1603,Functional_programming,6
1630,Ganesha,6
1685,Gerald_Durrell,6
1692,Gettysburg_Address,6
1706,Glacier_National_Park_%28US%29,6
1712,GlaxoSmithKline,6
1714,Gliese_876,6
1825,H.D.,6
1839,Habsburg_Spain,6
1856,Harare,6
1867,Hassium,6
1891,Henri_Matisse,6
1896,Henry_H._Rogers,6
2029,Humour,6
2047,Hurricane_Floyd,6
2048,Hurricane_Georges,6
2121,Intelligence,6
2125,International_Red_Cross_and_Red_Crescent_Movement,6
2194,Jackdaw,6
2219,Jan_Mayen,6
2245,Jimmy_Wales,6
2273,John_Millington_Synge,6
2371,Kuwait_City,6
2372,Kylie_Minogue,6
2378,La_Paz,6
2382,Laika,6
2391,Lake_Malawi,6
2410,Laozi,6
2422,Lawn,6
2423,Lawrencium,6
2450,Lhasa,6
2549,Lost_%28TV_series%29,6
2554,Louis_Jordan,6
2579,M25_motorway,6
2595,Magic__The_Gathering,6
2596,Maglev_train,6
2606,Mahmoud_Abbas,6
2615,Malcolm_II_of_Scotland,6
2635,Manorialism,6
2672,Marvin_Gaye,6
2705,Meander,6
2714,Medieval_literature,6
2718,Meitnerium,6
2747,Michael_Jordan,6
2751,Michigan_State_University,6
2753,Microraptor,6
2759,Midway_Atoll,6
2775,Milton_Keynes,6
2857,Mount_Vesuvius,6
2878,Music_of_Barbados,6
2884,Music_of_Martinique_and_Guadeloupe,6
2886,Music_of_Spain,6
2888,Music_of_Trinidad_and_Tobago,6
2931,Naval_Battle_of_Guadalcanal,6
2971,Niccol%C3%B2_Paganini,6
2994,Nitrogen_cycle,6
3012,North_Sea_oil,6
3080,Order_of_Canada,6
3123,PONG,6
3128,Pac-Man,6
3145,Pan_Am_Flight_103,6
3184,Pelagic_zone,6
3185,Pellagra,6
3186,Pelycosaur,6
3265,Playing_card,6
3266,Pleiades_%28star_cluster%29,6
3276,Podcasting,6
3288,Polish-Muscovite_War_%281605%E2%80%931618%29,6
3325,Potassium_iodide,6
3334,Praseodymium,6
3373,Pupil,6
3384,Qin_Shi_Huang,6
3388,Quantum_computer,6
3401,RSS_%28file_format%29,6
3402,Rabat,6
3468,Restoration_comedy,6
3506,Robert_Baden-Powell%2C_1st_Baron_Baden-Powell,6
3510,Robert_Owen,6
3515,Roche_limit,6
3522,Roentgenium,6
3543,Rosetta_Stone,6
3547,Royal_Dutch_Shell,6
3613,Sandringham_House,6
3665,Seaborgium,6
3689,Serbia_and_Montenegro,6
3712,Shining_Path,6
3817,Space_Shuttle_Endeavour,6
3851,Spyware,6
3944,Super_Mario_Bros.,6
3984,Talc,6
3992,Tao_Te_Ching,6
4028,The_Adventures_of_Tintin,6
4030,The_Ashes,6
4037,The_Brothers_Karamazov,6
4058,The_Hobbit,6
4126,Thulium,6
4133,Tiger_shark,6
4165,Top_of_the_Pops,6
4199,Trichinosis,6
4256,Turquoise,6
4275,Ukulele,6
4305,University_of_Texas_at_Austin,6
4313,Upsilon_Andromedae,6
4372,Vole,6
4381,Vulture,6
4454,Whale_shark,6
4495,William_Tecumseh_Sherman,6
36,2005_Kashmir_earthquake,5
42,3_Juno,5
46,4-6-0,5
53,55_Cancri_b,5
73,A_Christmas_Carol,5
89,Abel_Tasman,5
158,Akhenaten,5
160,Akkadian_Empire,5
172,Albinism,5
203,Almaty,5
214,Amarillo%2C_Texas,5
239,Anarcho-capitalism,5
261,Angkor_Wat,5
273,Ann_Arbor%2C_Michigan,5
274,Anna_Karenina,5
327,Arctic_Monkeys,5
329,Arctic_Tern,5
360,Asparagus,5
386,Attention-deficit_hyperactivity_disorder,5
428,BBC_television_drama,5
446,Baker_Island,5
481,Basking_shark,5
513,Battle_of_Tours,5
532,Beeching_Axe,5
667,Boudica,5
674,Brabantian,5
709,Bruce_Springsteen,5
722,Buddhist_art,5
769,Canada_Goose,5
771,Canadian_English,5
777,Canaletto,5
781,Canola,5
822,Castra,5
837,Celine_Dion,5
861,Charles_Sumner,5
867,Cheers,5
872,Chemical_synapse,5
876,Chernobyl_disaster,5
883,Chew_Valley_Lake,5
889,Children%27s_Crusade,5
908,Christina_Aguilera,5
929,Civilization_%28computer_game%29,5
932,Claude_L%C3%A9vi-Strauss,5
955,Coconut_oil,5
1012,Conflict,5
1038,Corinthian_War,5
1070,Crime_and_Punishment,5
1101,Cyanocobalamin,5
1128,Damon_Hill,5
1142,Dartmoor,5
1143,Das_Kapital,5
1195,Dido_and_Aeneas,5
1197,Diego_Maradona,5
1205,Dimetrodon,5
1230,Doom,5
1248,Drum_and_bass,5
1285,East_Flemish,5
1317,Edward_Jenner,5
1368,Emanuel_Swedenborg,5
1390,Enigma_machine,5
1408,Eruption_column,5
1448,Explorer_I,5
1480,Fedora_Core,5
1514,First_Macedonian_War,5
1553,Forrest_Gump,5
1614,GNU_Project,5
1669,George_Byron%2C_6th_Baron_Byron,5
1687,German_Crusade%2C_1096,5
1763,Gray_Wolf,5
1826,H5N1,5
1877,Hebrew_calendar,5
1902,Henry_Moore,5
1928,Hey_Jude,5
1964,History_of_South_Africa,5
1965,History_of_South_Africa_in_the_apartheid_era,5
1974,History_of_post-Soviet_Russia,5
1994,Homestar_Runner,5
2030,Humpback_Whale,5
2088,Imagism,5
2101,Indian_cricket_team,5
2116,Inner_Hebrides,5
2134,Invasion_of_Grenada,5
2181,Ivan_IV_of_Russia,5
2187,J._K._Rowling,5
2195,Jackie_Robinson,5
2209,James_Garfield,5
2216,James_Stewart_%28actor%29,5
2225,Japanese_war_crimes,5
2233,Jerry_Fodor,5
2251,Johann_Wolfgang_Goethe,5
2252,Johannes_Gutenberg,5
2262,John_Dee,5
2270,John_Marshall,5
2323,Katana,5
2354,Konrad_Lorenz,5
2398,Lake_Toba,5
2402,Lance_Armstrong,5
2435,Leisure,5
2459,Libreville,5
2474,Linear_algebra,5
2483,Liquid_crystal,5
2485,List_of_African_countries,5
2487,List_of_Asian_countries,5
2490,List_of_European_countries,5
2492,List_of_North_American_countries,5
2493,List_of_Oceanian_countries,5
2495,List_of_South_American_countries,5
2543,Longship,5
2546,Lord%27s_Resistance_Army,5
2571,Lyme_disease,5
2640,Maputo,5
2659,Markup_language,5
2662,Mars_Reconnaissance_Orbiter,5
2692,Mauna_Loa,5
2713,Medieval_commune,5
2786,Minstrel_show,5
2817,Mongoose,5
2863,Muhammad_Ali,5
2874,Muscat%2C_Oman,5
2877,Music_of_Antigua_and_Barbuda,5
2879,Music_of_Dominica,5
2918,Natalie_Portman,5
2992,Nitrification,5
3021,Nouakchott,5
3067,OpenBSD,5
3072,Oppression,5
3085,Ordinal_number,5
3093,Orion_Nebula,5
3103,Osprey,5
3158,Parliament_of_Malaysia,5
3178,Peak_District,5
3191,Pentateuch,5
3194,Peregrine_Falcon,5
3204,Persian_literature,5
3230,Phosphorus_tribromide,5
3239,Physical_science,5
3269,Plover,5
3285,Police_state,5
3297,Pollinator_decline,5
3361,Protoceratops,5
3372,Punctuated_equilibrium,5
3394,Quetzalcoatl,5
3412,Radish,5
3447,Redwood_National_and_State_Parks,5
3457,Rembrandt,5
3514,Robinson_Crusoe,5
3531,Roman_villa,5
3536,Romulus_Augustus,5
3592,Salford,5
3623,Sardar_Vallabhbhai_Patel,5
3649,Scotland_in_the_High_Middle_Ages,5
3658,Screw,5
3687,Sequoia,5
3782,Soil_science,5
3839,Spinosaurus,5
3883,Stem_cell,5
3892,Stingray,5
3935,Sundew,5
3963,Swift,5
4072,The_Marriage_of_Figaro,5
4081,The_Relapse,5
4147,Tin_whistle,5
4158,Toluene,5
4207,Trinity_test,5
4237,Tsar_Bomba,5
4397,War_and_Peace,5
4421,Watling_Street,5
4497,William_Wilberforce,5
4514,Wolverine,5
4523,Woodworking,5
4534,Worm,5
4586,Zinc_chloride,5
4591,Zuid-Gelders,5
17,1755_Lisbon_earthquake,4
44,4-2-0,4
54,55_Cancri_c,4
55,55_Cancri_d,4
92,Aberystwyth,4
169,Alberto_Santos-Dumont,4
205,Alpaca,4
236,Anaconda,4
286,Anteater,4
356,Arugula,4
383,Atonality,4
419,Ayaan_Hirsi_Ali,4
431,B_vitamins,4
433,Baboon,4
450,Bamako,4
487,Bath%2C_Somerset,4
491,Battle_of_Alesia,4
492,Battle_of_Amiens,4
517,Battle_of_the_Eastern_Solomons,4
519,Battle_of_the_Santa_Cruz_Islands,4
539,Behistun_Inscription,4
566,Bernard_Hinault,4
599,Bj%C3%B8rn%C3%B8ya,4
618,Blade_Runner,4
624,Blue_Peter,4
638,Bodyline,4
655,Boolean_logic,4
666,Bottlenose_Dolphin,4
699,British_Isles_%28terminology%29,4
711,Brush,4
713,Brute_force_attack,4
736,C%C3%A6dmon,4
858,Charles_Etienne_Brasseur_de_Bourbourg,4
880,Chew_Magna,4
890,Children%27s_rights_movement,4
905,Christian_Bale,4
939,Clifton_Suspension_Bridge,4
943,Clone_Wars_%28Star_Wars%29,4
949,Coccinellidae,4
980,Comet_Hyakutake,4
1004,Computational_chemistry,4
1009,Conakry,4
1023,Contact_lens,4
1028,Convention_on_the_Rights_of_the_Child,4
1063,Creation-evolution_controversy,4
1065,Creative_Commons,4
1102,Cyberpunk,4
1144,Data_Encryption_Standard,4
1149,David_Copperfield_%28novel%29,4
1162,Death_Valley_National_Park,4
1227,Donald_Bradman,4
1232,Double-decker_bus,4
1246,Drosophila_melanogaster,4
1249,Du_Fu,4
1272,EMD_F7,4
1292,Economic_inequality,4
1308,Edmund_Hillary,4
1524,Flag_of_the_Republic_of_China,4
1528,Flemish_%28linguistics%29,4
1535,Florida_East_Coast_Railway,4
1602,Funchal,4
1605,Fundamental_theorem_of_arithmetic,4
1627,Galveston_Hurricane_of_1900,4
1643,Gaur,4
1695,Giant%27s_Causeway,4
1698,Giant_Panda,4
1789,Greco-Buddhism,4
1818,Guqin,4
1836,HSBC,4
1852,Hannibal_Barca,4
1868,Hatshepsut,4
1943,History_of_Anglo-Saxon_England,4
1961,History_of_Russia,4
2014,Howland_Island,4
2018,Hubble_Deep_Field,4
2032,Humus,4
2035,Hunger,4
2045,Hurricane_Epsilon_%282005%29,4
2054,Hurricane_Lenny,4
2073,I_Want_to_Hold_Your_Hand,4
2151,Irish_poetry,4
2199,Jacques_Cartier,4
2227,Jarvis_Island,4
2269,John_Logie_Baird,4
2312,Kakapo,4
2319,Karl_Benz,4
2338,Kigali,4
2342,King_Kong_%282005_film%29,4
2343,Kingman_Reef,4
2350,Kochi_%28India%29,4
2360,Krakatoa,4
2361,Krazy_Kat,4
2366,Kubla_Khan,4
2393,Lake_Powell,4
2395,Lake_Tahoe,4
2399,Lake_Turkana,4
2401,Lake_Vostok,4
2404,Land_%28economics%29,4
2437,Lemon_balm,4
2448,Lettuce,4
2508,List_of_monarchs_in_the_British_Isles,4
2530,Loch_Ness,4
2534,Lom%C3%A9,4
2550,Lothal,4
2580,M6_motorway,4
2593,Magellanic_Penguin,4
2648,Margate,4
2670,Martina_Navratilova,4
2681,Mass_Rapid_Transit_%28Singapore%29,4
2684,Material_properties_of_diamond,4
2701,Maya_mythology,4
2724,Menstrual_cycle,4
2779,Mini,4
2829,Moon_landing,4
2845,Mother_Teresa,4
2854,Mount_Rushmore,4
2882,Music_of_Ireland,4
2889,Music_of_the_Bahamas,4
2916,Nash_equilibrium,4
2923,National_parks_of_England_and_Wales,4
2932,Navassa_Island,4
2939,Neil_Young,4
2961,New_moon,4
3046,Oil_reservoir,4
3086,Ordinary_differential_equation,4
3106,Oswald_of_Northumbria,4
3111,Ouagadougou,4
3114,Oviraptor,4
3144,Palmyra_Atoll,4
3149,Papal_conclave,4
3166,Passenger_Pigeon,4
3168,Patna,4
3181,Pedagogy,4
3187,Penda_of_Mercia,4
3211,Peterborough_Chronicle,4
3217,Philately,4
3226,Phoenix_%28spacecraft%29,4
3243,Piccadilly_Circus,4
3250,Pink_Pigeon,4
3283,Polar_ice_cap,4
3303,Pontiac%27s_Rebellion,4
3316,Porto-Novo,4
3370,Puffin,4
3386,Quantity,4
3422,Rainhill_Trials,4
3424,Ralph_Nader,4
3471,Retinol,4
3548,Royal_Geographical_Society,4
3553,Royal_Parks_of_London,4
3561,Rupee,4
3631,Sauroposeidon,4
3637,Scattered_disc,4
3659,Scrooge_McDuck,4
3679,Semiconductor_device,4
3686,Sequence_alignment,4
3690,Serenity_%28film%29,4
3723,Sickle-cell_disease,4
3737,Sinclair_Research_Ltd,4
3765,Social_capital,4
3784,Soils_retrogression_and_degradation,4
3828,Sparrow,4
3837,Spherical_aberration,4
3859,Stage_%28theatre%29,4
3902,Strait_of_Malacca,4
3908,Stuttering,4
3933,Sun_Tzu,4
3941,Super_Bowl_XL,4
3954,Sutton_Hoo,4
3999,Tay_Rail_Bridge,4
4018,Tenzing_Norgay,4
4025,Thalassemia,4
4032,The_Beano,4
4055,The_Great_Exhibition,4
4064,The_Last_Supper_%28Leonardo%29,4
4089,The_Supremes,4
4121,Three_Gorges_Dam,4
4138,Tim_Henman,4
4154,Tofu,4
4187,Treasure_Island,4
4192,Tree_frog,4
4208,Tripitaka,4
4239,Tuatara,4
4246,Tupac_Shakur,4
4283,Union_Station_%28San_Diego%29,4
4328,Van_Halen,4
4356,Vinaya,4
4359,Virginian_Railway,4
4417,Water_polo,4
4419,Water_resources,4
4420,Watercolor_painting,4
4429,Weather_forecasting,4
4479,William_Gilbert,4
4480,William_Gladstone,4
4499,William_the_Silent,4
4507,Winfield_Scott_Hancock,4
4515,Wombat,4
4518,Wood_Pigeon,4
4538,Wright_brothers,4
4549,Yamoussoukro,4
4558,Yenisei_River,4
23,1980_eruption_of_Mount_St._Helens,3
47,47_Ursae_Majoris,3
74,A_Tale_of_a_Tub,3
78,Aardvark,3
139,African_Penguin,3
141,African_Wild_Dog,3
142,African_clawed_frog,3
148,Aggregator,3
156,Ajax_%28programming%29,3
159,Akira_Kurosawa,3
179,Aleksandr_Vasilevsky,3
191,Algol,3
200,Alligator,3
201,Alliterative_verse,3
237,Analytical_Marxism,3
265,Anglo-Saxon_literature,3
282,Antarctic_Treaty_System,3
283,Antarctic_krill,3
317,Archaeoastronomy,3
361,Asperger_syndrome,3
371,Athanasius_Kircher,3
377,Atlantic_Coast_Line_Railroad,3
416,Avon_Gorge,3
452,Bandicoot,3
497,Battle_of_Cannae,3
500,Battle_of_Grunwald,3
504,Battle_of_Leyte_Gulf,3
509,Battle_of_Rennell_Island,3
527,Beatles_for_Sale,3
549,Ben_Nevis,3
608,Black_Wildebeest,3
617,Blacktip_reef_shark,3
631,Boa,3
718,Buckminster_Fuller,3
733,Button,3
809,Carl_Lewis,3
821,Cassowary,3
831,Catholic_social_teaching,3
881,Chew_Stoke,3
882,Chew_Valley,3
885,Chicago_Bears,3
912,Chromatic_aberration,3
950,Cochineal,3
954,Coconut_crab,3
978,Comet_Hale-Bopp,3
987,Common_Cuckoo,3
1003,Compsognathus,3
1018,Constantine_II_of_Scotland,3
1027,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,3
1036,Copper%28I%29_chloride,3
1040,Corn_oil,3
1044,Corporate_finance,3
1052,Cotopaxi,3
1083,Crown_Jewels_of_the_United_Kingdom,3
1139,Darling_River,3
1145,David_Attenborough,3
1161,Dead_Sea_scrolls,3
1163,Decade_Volcanoes,3
1174,Democratic_Action_Party,3
1192,Diamond_simulant,3
1196,Diego_Garcia,3
1228,Donald_Duck,3
1229,Donald_Knuth,3
1238,Dr._Seuss,3
1258,Dunnock,3
1276,Earl_of_Shaftesbury,3
1294,Economy_of_Africa,3
1310,Education_in_the_United_States,3
1311,Educational_psychology,3
1325,Effect_of_Hurricane_Katrina_on_New_Orleans,3
1395,Epaminondas,3
1441,Eva_Per%C3%B3n,3
1456,Eyelid,3
1458,F-35_Lightning_II,3
1464,Fair_Isle,3
1477,Fed_Cup,3
1489,Fermi_paradox,3
1518,Flag_of_Australia,3
1521,Flag_of_India,3
1522,Flag_of_Mexico,3
1523,Flag_of_South_Africa,3
1529,Flemish_dialects,3
1530,Flemish_people,3
1556,Forth_Bridge_%28railway%29,3
1616,Gaborone,3
1621,Galeras,3
1633,Gangtok,3
1640,Gas_metal_arc_welding,3
1671,George_Fox,3
1683,Georgetown%2C_Guyana,3
1700,Giganotosaurus,3
1707,Glaciology,3
1711,Glastonbury_Festival,3
1715,Gliese_876_b,3
1716,Gliese_876_c,3
1727,Gmail,3
1737,Goldfish,3
1766,Great_Auk,3
1785,Great_comet,3
1796,Greg_LeMond,3
1819,Gustav_Holst,3
1837,HTTP_cookie,3
1858,Harlem_Globetrotters,3
1866,Hasekura_Tsunenaga,3
1872,Hawk-Eye,3
1927,Herring_Gull,3
1969,History_of_democracy,3
1989,Holkham_Hall,3
2010,Household_income_in_the_United_States,3
2024,Human_dignity,3
2036,Huntington%27s_disease,3
2043,Hurricane_Dennis,3
2072,I_Ching,3
2161,Isaac_Brock,3
2164,Isan,3
2168,Islamic_republic,3
2178,Italian_War_of_1521,3
2186,J._J._Thomson,3
2197,Jacobite_rising,3
2201,Jake_Gyllenhaal,3
2214,James_Lovelock,3
2237,Jesse_Owens,3
2275,John_Pershing,3
2280,John_W._Campbell,3
2308,Juvenile_delinquency,3
2317,Kargil_War,3
2326,Keira_Knightley,3
2335,Khudai_Khidmatgar,3
2341,King_Kong_%281933_film%29,3
2347,Kitsch,3
2355,Kookaburra,3
2357,Koryaksky,3
2375,L._S._Lowry,3
2377,La_Grande_Arm%C3%A9e,3
2385,Lake_Burley_Griffin,3
2389,Lake_Kariba,3
2411,Las_Palmas_de_Gran_Canaria,3
2419,Laurent_Fignon,3
2420,Lavender,3
2434,Leif_Ericson,3
2449,Levee_failures_in_Greater_New_Orleans%2C_2005,3
2466,Lightning_rod,3
2468,Lilongwe,3
2473,Lindisfarne_Gospels,3
2504,List_of_essential_oils,3
2511,List_of_rivers_by_length,3
2514,List_of_vegetable_oils,3
2570,Luxembourg_%28city%29,3
2573,Lynton_and_Barnstaple_Railway,3
2588,Mackenzie_River,3
2619,Mallard,3
2621,Malwa_%28Madhya_Pradesh%29,3
2636,Manuel_I_Komnenos,3
2689,Matsuo_Bash%C5%8D,3
2703,Mbabane,3
2731,Merrimack_River,3
2740,Meteorological_history_of_Hurricane_Katrina,3
2748,Michael_Ramsey,3
2794,Mitochondrial_Eve,3
2799,Modernist_poetry_in_English,3
2803,Moldovans,3
2804,Mole_%28animal%29,3
2834,Morecambe_and_Wise,3
2847,Mount_Baker,3
2866,Muhammad_ibn_Musa_al-Khwarizmi,3
2890,Music_of_the_Lesser_Antilles,3
2910,Names_of_God_in_Judaism,3
2935,Necktie,3
2937,Neighbours,3
2956,New_England_Patriots,3
2981,Nightingale,3
